time,pressure,mcp_start_u1,mcp_start_u2,mcp_u1,mcp_u2,mcp_end_u1,mcp_end_u2,pip_start_u1,pip_start_u2,pip_u1,pip_u2,pip_end_u1,pip_end_u2,dip_start_u1,dip_start_u2,dip_u1,dip_u2,dip_end_u1,dip_end_u2,tip_u1,tip_u2
0.65,0.455,0,0,0.75955,-0.417975,2.1388,-3.38944,1.06513,-9.40509,1.8501,-14.9438,0.781094,-23.5675,-5.01629,-34.5591,-8.70548,-44.0166,-15.4939,-54.4166,-32.3005,-69.716
0.66,0.462,0,0,0.762041,-0.409013,2.15518,-3.38776,1.07269,-9.42169,1.86957,-15.0017,0.765524,-23.7125,-5.1373,-34.7759,-8.92329,-44.3232,-15.9014,-54.7887,-33.0383,-70.0538
0.67,0.469,0,0,0.767884,-0.405164,2.17505,-3.40412,1.07784,-9.47445,1.88117,-15.1078,0.731656,-23.9164,-5.29052,-35.0597,-9.18616,-44.701,-16.3692,-55.23,-33.8553,-70.4509
0.68,0.476,0,0,0.7874,-0.422243,2.2092,-3.49495,1.07239,-9.67744,1.8595,-15.4154,0.621081,-24.3683,-5.57945,-35.6288,-9.63725,-45.3848,-17.0848,-55.977,-35.0012,-71.1324
0.69,0.483,0,0,0.825285,-0.467786,2.26161,-3.68698,1.04984,-10.0835,1.7884,-15.9953,0.400133,-25.1536,-6.06012,-36.5787,-10.3524,-46.4743,-18.1447,-57.1259,-36.5994,-72.1818
0.7,0.49,0,0,0.876754,-0.535027,2.32586,-3.95598,1.00923,-10.6422,1.6718,-16.7792,0.083367,-26.1866,-6.70159,-37.8066,-11.2863,-47.8557,-19.4858,-58.5551,-38.558,-73.4723
0.71,0.497,0,0,0.930819,-0.607113,2.38931,-4.24138,0.958181,-11.2289,1.53565,-17.6003,-0.269274,-27.2607,-7.39538,-39.0725,-12.2883,-49.2698,-20.9098,-60.0011,-40.6083,-74.75
0.72,0.504,0,0,0.977841,-0.669426,2.44487,-4.49154,0.907706,-11.7445,1.40719,-18.3235,-0.597087,-28.2113,-8.04006,-40.1897,-13.2206,-50.5183,-22.2393,-61.2675,-42.5198,-75.834
0.73,0.511,0,0,1.01041,-0.708544,2.48556,-4.65932,0.872792,-12.0925,1.32144,-18.823,-0.834733,-28.8865,-8.52742,-40.9881,-13.9386,-51.424,-23.2921,-62.1844,-44.0596,-76.5784
0.74,0.518,0,0,1.02832,-0.723597,2.51314,-4.74231,0.85783,-12.2713,1.28531,-19.0964,-0.970708,-29.2853,-8.84282,-41.471,-14.4243,-51.9937,-24.0485,-62.7648,-45.2096,-77.0054
0.75,0.525,0,0,1.03933,-0.728124,2.53511,-4.78726,0.852424,-12.3743,1.27204,-19.2675,-1.05926,-29.5595,-9.07854,-41.8112,-14.8032,-52.4115,-24.6694,-63.1916,-46.1804,-77.2852
0.76,0.532,0,0,1.05435,-0.73917,2.56019,-4.8554,0.840509,-12.5227,1.24329,-19.4994,-1.17996,-29.9064,-9.36673,-42.2312,-15.2533,-52.911,-25.3813,-63.6916,-47.2624,-77.6184
0.77,0.539,0,0,1.08378,-0.773846,2.59565,-5.00612,0.804818,-12.8318,1.15933,-19.9445,-1.41112,-30.508,-9.83348,-42.9317,-15.9428,-53.7003,-26.3946,-64.4619,-48.7192,-78.1733
0.78,0.546,0,0,1.13018,-0.836745,2.6422,-5.25599,0.736771,-13.3333,1.00295,-20.6457,-1.78518,-31.4149,-10.5294,-43.9663,-16.9384,-54.8314,-27.7907,-65.5455,-50.647,-78.9749
0.79,0.553,0,0,1.18962,-0.922569,2.69467,-5.58477,0.636963,-13.9844,0.779988,-21.5436,-2.28337,-32.5508,-11.4163,-45.2442,-18.1845,-56.2049,-29.4929,-66.8401,-52.9383,-79.925
0.8,0.56,0,0,1.2518,-1.01412,2.74484,-5.93305,0.520589,-14.669,0.52719,-22.4853,-2.83309,-33.7333,-12.3765,-46.5623,-19.5242,-57.6085,-31.3037,-68.1403,-55.3424,-80.8411
0.81,0.567,0,0,1.30592,-1.09349,2.78656,-6.23705,0.41149,-15.2633,0.295578,-23.3037,-3.33366,-34.7612,-13.2473,-47.6999,-20.7398,-58.8159,-32.9502,-69.2385,-57.5198,-81.5612
0.82,0.574,0,0,1.34572,-1.14842,2.81858,-6.45613,0.329719,-15.6921,0.124607,-23.9033,-3.71853,-35.5276,-13.9326,-48.5464,-21.7108,-59.7205,-34.292,-70.0419,-59.3094,-82.018
0.83,0.581,0,0,1.37243,-1.18121,2.84327,-6.59713,0.27736,-15.9695,0.0161196,-24.3006,-3.98383,-36.0516,-14.4268,-49.126,-22.4294,-60.3501,-35.3201,-70.5854,-60.7045,-82.2567
0.84,0.588,0,0,1.39302,-1.2031,2.86481,-6.7007,0.239554,-16.1749,-0.0619609,-24.6031,-4.19377,-36.4635,-14.8343,-49.5822,-23.0351,-60.8523,-36.21,-71.0053,-61.9249,-82.3851
0.85,0.595,0,0,1.41915,-1.23525,2.8877,-6.83854,0.186045,-16.4433,-0.171548,-24.9871,-4.4597,-36.9672,-15.324,-50.1325,-23.7471,-61.4448,-37.2266,-71.4972,-63.2871,-82.5531
0.86,0.602,0,0,1.45913,-1.29238,2.91427,-7.06228,0.0917919,-16.8724,-0.362841,-25.582,-4.87398,-37.7133,-16.037,-50.9355,-24.749,-62.283,-38.5913,-72.1925,-65.0517,-82.8477
,,,,,,,,,,,,,,,,,-62.6977,,,,
