u1,u2,joint,pressure
49.749690374748226,-15.29437634748906,PIP_start,0.195
49.682697161793925,-15.717925797428295,PIP_start,0.198
49.61149459389001,-16.14840249730485,PIP_start,0.201
49.53588964205873,-16.58587656995342,PIP_start,0.204
49.45568118528519,-17.030417484789496,PIP_start,0.207
49.37065974756674,-17.48209379996281,PIP_start,0.21
49.280607234221286,-17.940972886013537,PIP_start,0.213
49.18529666811915,-18.407120630368617,PIP_start,0.216
49.08449192655367,-18.880601122019,PIP_start,0.219
48.97794747951563,-19.36147631572383,PIP_start,0.222
48.865408130190175,-19.849805675095702,PIP_start,0.225
48.746608758548305,-20.345645793931,PIP_start,0.228
48.62127406896073,-20.849049995162254,PIP_start,0.231
48.48911834281885,-21.36006790682478,PIP_start,0.234
48.349845197205724,-21.87874501444847,PIP_start,0.237
48.20314735071939,-22.405122189306642,PIP_start,0.24
48.04870639761135,-22.93923519197886,PIP_start,0.243
47.88619259146508,-23.48111415071229,PIP_start,0.246
47.71526463970145,-24.030783014097757,PIP_start,0.249
47.53556951026192,-24.588258977611858,PIP_start,0.252
47.34674225188421,-25.15355188361548,PIP_start,0.255
47.14840582944976,-25.72666359444219,PIP_start,0.258
46.940170975947865,-26.307587338257086,PIP_start,0.261
46.721636062665986,-26.896307027418366,PIP_start,0.264
46.492386989281776,-27.492796549130055,PIP_start,0.267
46.25199709559722,-28.09701902823477,PIP_start,0.27
46.00002709672043,-28.708926062061483,PIP_start,0.273
45.73602504356468,-29.328456927313454,PIP_start,0.276
45.45952631059817,-29.955537759057258,PIP_start,0.279
45.17005361284013,-30.590080701954975,PIP_start,0.282
44.86711705416026,-31.23198303396797,PIP_start,0.285
44.550214208997964,-31.881126262852305,PIP_start,0.288
44.21883023967538,-32.53737519586396,PIP_start,0.291
43.87243805153361,-33.20057698319495,PIP_start,0.294
43.51049848817479,-33.87056013577081,PIP_start,0.297
43.13246056914182,-34.54713351815523,PIP_start,0.3
71.39734555460069,-0.27401011535401765,PIP_end,0.003
71.43517399136233,-0.5558194395192688,PIP_end,0.006
71.47317658421191,-0.8455454322422089,PIP_end,0.009
71.51119011385956,-1.1433001874322435,PIP_end,0.012
71.54904607901513,-1.4491903107413244,PIP_end,0.015
71.58657085984001,-1.7633168024549175,PIP_end,0.018
71.62358588537336,-2.085774945847891,PIP_end,0.021
71.65990780473705,-2.4166542011546452,PIP_end,0.024
71.69534866191427,-2.7560381052981615,PIP_end,0.027
71.72971607388689,-3.1040041775174734,PIP_end,0.03
71.7628134119071,-3.4606238310275095,PIP_end,0.033
71.79443998566899,-3.8259622908391613,PIP_end,0.036
71.82439123013714,-4.20007851786086,PIP_end,0.039
71.8524588947788,-4.58302513939587,PIP_end,0.042
71.87843123493832,-4.974848386141951,PIP_end,0.045
71.90209320508264,-5.375588035791907,PIP_end,0.048
71.92322665363861,-5.785277363324888,PIP_end,0.051
71.94161051913402,-6.203943098069204,PIP_end,0.054
71.95702102734565,-6.631605387607586,PIP_end,0.057
71.96923188915068,-7.068277768585628,PIP_end,0.06
71.97801449876867,-7.513967144473254,PIP_end,0.063
71.98313813207524,-7.9686737703177,PIP_end,0.066
71.98437014466033,-8.432391244514408,PIP_end,0.069
71.98147616929849,-8.90510650760982,PIP_end,0.072
71.97422031249064,-9.38679984813685,PIP_end,0.075
71.96236534973329,-9.87744491546999,PIP_end,0.078
71.94567291916262,-10.377008739673,PIP_end,0.081
71.92390371321915,-10.885451758296934,PIP_end,0.084
71.89681766797179,-11.40272785007101,PIP_end,0.087
71.86417414973755,-11.92878437541275,PIP_end,0.09
71.82573213862948,-12.46356222366722,PIP_end,0.093
71.78125040866281,-13.006995866967985,PIP_end,0.096
71.73048770404696,-13.559013420594887,PIP_end,0.099
71.67320291129066,-14.119536709685185,PIP_end,0.102
71.60915522674554,-14.688481342136084,PIP_end,0.105
71.53810431921508,-15.265756787517267,PIP_end,0.108
71.45981048725601,-15.851266461792205,PIP_end,0.111
71.37403481080106,-16.444907817626703,PIP_end,0.114
71.28053929673581,-17.04657244004257,PIP_end,0.117
71.17908701806435,-17.656146147152768,PIP_end,0.12
71.06944224630497,-18.273509095693043,PIP_end,0.123
70.95137057676169,-18.898535891042936,PIP_end,0.126
70.82463904632436,-19.531095701406535,PIP_end,0.129
70.68901624345865,-20.171052375800844,PIP_end,0.132
70.54427241005547,-20.8182645654765,PIP_end,0.135
70.39017953482028,-21.47258584837225,PIP_end,0.138
70.22651143789393,-22.13386485618122,PIP_end,0.141
70.05304384640976,-22.80194540358329,PIP_end,0.144
69.8695544607054,-23.476666619173933,PIP_end,0.147
69.67582301092415,-24.157863077596417,PIP_end,0.15
69.47163130375667,-24.84536493235986,PIP_end,0.153
69.25676325909319,-25.53899804880217,PIP_end,0.156
69.03100493637567,-26.238584136632902,PIP_end,0.159
68.79414455046147,-26.943940881467626,PIP_end,0.162
68.54597247683252,-27.65488207474188,PIP_end,0.165
68.28628124600972,-28.37121774136984,PIP_end,0.168
68.01486552705755,-29.092754264490097,PIP_end,0.171
67.73152210009293,-29.819294506618675,PIP_end,0.174
67.43604981774195,-30.55063792650786,PIP_end,0.177
67.12824955551962,-31.286580690988217,PIP_end,0.18
66.80792415114115,-32.026915781050924,PIP_end,0.183
66.47487833280923,-32.771433091408234,PIP_end,0.186
66.12891863655776,-33.51991952275082,PIP_end,0.189
65.76985331277274,-34.2721590659041,PIP_end,0.192
65.39749222205062,-35.02793287706806,PIP_end,0.195
65.0116467205985,-35.7870193433113,PIP_end,0.198
64.61212953542395,-36.54919413747516,PIP_end,0.201
64.19875462960968,-37.31423026163233,PIP_end,0.204
63.77133705801679,-38.08189807823328,PIP_end,0.207
63.32969281380948,-38.85196532806527,PIP_end,0.21
62.87363866624832,-39.624197134141575,PIP_end,0.213
62.40299199025115,-40.39835599063395,PIP_end,0.216
61.91757058827863,-41.17420173595829,PIP_end,0.219
61.41719250515711,-41.95149150912324,PIP_end,0.222
60.901675836513014,-42.72997968845373,PIP_end,0.225
60.37083853155232,-43.50941781180612,PIP_end,0.228
59.82449819098297,-44.28955447739875,PIP_end,0.231
59.26247186094115,-45.070135224393,PIP_end,0.234
58.68457582384961,-45.85090239237282,PIP_end,0.237
