time,pressure,joint,u1_start,u1_mid,u1_end,u2_start,u2_mid,u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.18,0.054,MCP,0,15.225032,30.0551829,0,0.394558,0.916187,0,15.4,30,30,30.06957272922303,1625.4234641083979,-34.49587167462583,1625.0573751445058,0.018499531594812588,3.120368361909333,3.1018688303145434,0.06957272922302948,-0.985625374769349
0.18,0.054,PIP,53.2399402,64.046341,74.90035,1.31506,0.987975,-0.19345300000000001,53.267,63.467,73.667,20.4,21.734999627852858,139.03841470680874,54.439873037622945,-137.71817676505458,0.15632370142946178,-0.008630332386746539,0.1476933690427153,1.3349996278528593,11.041901439493596
0.18,0.054,DIP,91.189561,101.95575,112.33069,-3.08218,-5.95399,-10.1272,90.267,100.467,110.667,20.400000000000006,22.33922571542372,91.73361775342846,72.97362181583485,-92.98899946199032,0.24352278109721462,0.1999030401474525,0.4434258212446666,1.9392257154237136,17.20825634017823
0.19,0.057,MCP,0,15.185859,30.00454309,0,0.454946,1.10115,0,15.4,30,30,30.025671784480092,1101.4391739206046,-25.388985824603147,1101.1465176104869,0.027260399389648405,3.1185398738151138,3.091279474425449,0.02567178448009244,-1.514042613096538
0.19,0.057,PIP,53.1790656,64.019119,74.91333,1.71368,1.4626,0.310506,53.267,63.467,73.667,20.4,21.804060084316998,132.62302782923595,55.5306356181589,-130.8884980705128,0.16440629083202415,-0.017732163825961225,0.14667412700606272,1.404060084316999,11.596009498073895
0.19,0.057,DIP,91.19840599999999,101.99826,112.37199,-2.58502,-5.52228,-9.83327,90.267,100.467,110.667,20.400000000000006,22.441374365692333,87.45290522732972,73.69430168687852,-88.26825619527729,0.25661096457981625,0.20151574687518298,0.4581267114549984,2.0413743656923273,18.110343152555707
0.2,0.06,MCP,0,15.161064,29.9736634,0,0.495094,1.22404,0,15.4,30,30,30.000011938704052,907.5773846999773,-22.04014917621141,907.3097271842405,0.033055045712296276,3.1173056710636993,3.0842506253514053,1.1938704052028015e-5,-1.875760022605554
0.2,0.06,PIP,53.137711,64.002971,74.9273,1.98266,1.78625,0.655835,53.267,63.467,73.667,20.4,21.85627927454208,128.51349956151373,56.249674348351654,-126.49315583187438,0.17006990976913242,-0.024217436814276974,0.14585247295485404,1.45627927454208,11.97631462341178
0.2,0.06,DIP,91.207989,102.03742,112.41218,-2.24436,-5.23567,-9.66624,90.267,100.467,110.667,20.400000000000006,22.53305563674227,84.0111038010374,74.30481053682537,-84.53742240328373,0.26821520748146654,0.20258457354117027,0.47079978102263625,2.133055636742263,18.906946370880732
0.21,0.063,MCP,0,15.147515,29.9615673,0,0.520739,1.29821,0,15.4,30,30,29.991311343640948,829.8843976034564,-20.937851330419214,829.6202262284334,0.03613914351233736,3.1163601352522186,3.080220991739876,-0.008688656359051805,-2.0774862885720595
